id,circonscription,numPanneau,nom,prenom,civilite,codeNuance,libelleNuance
1197,028-04,5,MIOQUE,Pierre,M.,ECO,Ecologistes
1198,028-04,6,ASSAYAG,Anne-Laure,Mme,DXG,Divers extrême gauche
1199,028-04,7,DASSAS,Evelyne,Mme,ECO,Ecologistes
1200,028-04,8,MEYBLUM,Elisabeth,Mme,LR,Les Républicains
1201,028-04,9,LEMOINE,Aude,Mme,DSV,Droite souverainiste
1202,029-01,1,FONTAINE,Georges-Philippe,M.,DVD,Divers droite
1203,029-01,2,BILLARD,Thierry,M.,DSV,Droite souverainiste
1204,029-01,3,GUÉGAN,Izold,Mme,REG,Régionaliste
1205,029-01,4,LE REST,Bernard,M.,REG,Régionaliste
1206,029-01,5,LE MEUR,Annaïg,Mme,ENS,Ensemble ! (Majorité présidentielle)
1207,029-01,6,MÉNARD,Isabelle,Mme,UDI,Union des Démocrates et des Indépendants
1208,029-01,7,HERMAN,France,Mme,REC,Reconquête !
1209,029-01,8,HÉNAFF,Christel,Mme,RN,Rassemblement National
1210,029-01,9,LEBERT,Grégory,M.,ECO,Ecologistes
1211,029-01,10,PIRO,Élisabeth,Mme,DXG,Divers extrême gauche
1212,029-02,1,SALAMI,Réza,M.,SOC,Parti socialiste
1213,029-02,2,COLLARD,Rémy,M.,DXG,Divers extrême gauche
1214,029-02,3,LE CORRE,Jean-Yves,M.,ECO,Ecologistes
1215,029-02,4,LARSONNEUR,Jean-Charles,M.,DVC,Divers centre
1216,029-02,5,MADEC,Sylvia,Mme,REG,Régionaliste
1217,029-02,6,GÉLÉBART,Anne,Mme,UDI,Union des Démocrates et des Indépendants
1218,029-02,7,HEBERT,Gérald,M.,DSV,Droite souverainiste
1219,029-02,8,HITA,Melvyn,M.,DXG,Divers extrême gauche
1220,029-02,9,VASSEUR,Alice,Mme,DVG,Divers gauche
1221,029-02,10,PELLICANO,Fortuné,M.,RDG,Parti radical de gauche
1222,029-02,11,CADALEN,Pierre-Yves,M.,FI,La France Insoumise
1223,029-02,12,CABON,Mikaël,M.,DVC,Divers centre
1224,029-02,13,COATANEA,Marc,M.,ENS,Ensemble ! (Majorité présidentielle)
1225,029-02,14,POULLAOUEC,Yvette,Mme,RN,Rassemblement National
1226,029-02,15,MIGEREL,Sandrine,Mme,REG,Régionaliste
1227,029-02,16,LOUVEL,Elisabeth,Mme,REC,Reconquête !
1228,029-03,1,SMOLARZ,Pierre,M.,FI,La France Insoumise
1229,029-03,2,DUPRAT,Loïc,M.,REG,Régionaliste
1230,029-03,3,ABASQ,Roger,M.,RN,Rassemblement National
1231,029-03,4,MULLER,Matthieu,M.,DXG,Divers extrême gauche
1232,029-03,5,LE GAC,Didier,M.,ENS,Ensemble ! (Majorité présidentielle)
1233,029-03,6,GUEGUEN,Yves,M.,DSV,Droite souverainiste
1234,029-03,7,LE MOIGN,Patricia,Mme,REC,Reconquête !
1235,029-03,8,GOVERNATORI,Jean-Marc,M.,ECO,Ecologistes
1236,029-03,9,LE BIAN,Francis,M.,LR,Les Républicains
1237,029-04,1,BEAUPRÉ,Michel,M.,REG,Régionaliste
1238,029-04,2,VULPIANI,Sylvaine,Mme,ECO,Ecologistes
1239,029-04,3,HÉNAFF,Marie-Claire,Mme,LR,Les Républicains
1240,029-04,4,BERGAMI,Jérôme,M.,REC,Reconquête !
1241,029-04,5,ENFROY,Guillaume,M.,DIV,Divers
1242,029-04,6,LEMÉNICIER,Jean-François,M.,ECO,Ecologistes
1243,029-04,7,PAYRAUD,Michel,M.,DVC,Divers centre
1244,029-04,8,RENOU,Monique,Mme,DSV,Droite souverainiste
1245,029-04,9,LE FEUR,Sandrine,Mme,ENS,Ensemble ! (Majorité présidentielle)
1246,029-04,10,BIHOUEE,Tony,M.,RN,Rassemblement National
1247,029-04,11,BLOSSE,Patricia,Mme,DXG,Divers extrême gauche
1248,029-05,1,DE CECCO,Angélique,Mme,REG,Régionaliste
1249,029-05,2,BRIANT,Félix,M.,LR,Les Républicains
1250,029-05,3,CAJEAN,Christian,M.,DXG,Divers extrême gauche
1251,029-05,4,SARRABEZOLLES,Nathalie,Mme,SOC,Parti socialiste
1252,029-05,5,MURIOT,Stéphanie,Mme,ECO,Ecologistes
1253,029-05,6,LOLLIÉROU,Thierry-Hubert,M.,REC,Reconquête !
1254,029-05,7,THOMAÏDIS,Renée,Mme,RN,Rassemblement National
1255,029-05,8,MELCHIOR,Graziella,Mme,ENS,Ensemble ! (Majorité présidentielle)
1256,029-05,9,LE NY,Brigitte,Mme,REG,Régionaliste
1257,029-06,1,FABRE,Valérie,Mme,DIV,Divers
1258,029-06,2,LE FUR,Patrick,M.,RN,Rassemblement National
1259,029-06,3,BROUSTAUT,Sophie,Mme,REC,Reconquête !
1260,029-06,4,THOMIN,Mélanie,Mme,SOC,Parti socialiste
1261,029-06,5,PLOUZANÉ,Philippe,M.,REG,Régionaliste
1262,029-06,6,FERRAND,Richard,M.,ENS,Ensemble ! (Majorité présidentielle)
1263,029-06,7,PASQUET,Alan,M.,REG,Régionaliste
1264,029-06,8,PFLIEGER,Mathilde Maria,Mme,DIV,Divers
1265,029-06,9,NICOLAS,Gaëlle,Mme,LR,Les Républicains
1266,029-06,10,FEHRINGER,Bernard,M.,ECO,Ecologistes
1267,029-06,11,PERENNEC,Tugdual,M.,DIV,Divers
1268,029-06,12,CORDIER,Philippe,M.,DXG,Divers extrême gauche
1269,029-06,13,BEAULIEU,Tiphaine,Mme,DIV,Divers
1270,029-07,1,TANGUY,Liliana,Mme,ENS,Ensemble ! (Majorité présidentielle)
1271,029-07,2,TANGUY,Jacques,M.,DIV,Divers
1272,029-07,3,BOUIN,Yolande,Mme,FI,La France Insoumise
1273,029-07,4,PEREZ,Alain,M.,DIV,Divers
1274,029-07,5,LE GUEN,Eric,M.,LR,Les Républicains
1275,029-07,6,MALET,Aela,Mme,REG,Régionaliste
1276,029-07,7,CRIQUET,Patrik,M.,DIV,Divers
1277,029-07,8,LERICHE,Yann,M.,REC,Reconquête !
1278,029-07,9,NICOLAS,Franck,M.,RN,Rassemblement National
1279,029-07,10,DJOBO,Abbas,M.,ECO,Ecologistes
1280,029-07,11,DEBLIQUI,Régis,M.,DXG,Divers extrême gauche
1281,029-07,12,TOUZÉ,Maxime,M.,REG,Régionaliste
1282,029-08,1,GOURLAOUEN,Claire,Mme,LR,Les Républicains
1283,029-08,2,DRAN,Laurent,M.,ECO,Ecologistes
1284,029-08,3,CUCINIELLO,Manon,Mme,DSV,Droite souverainiste
1285,029-08,4,LE FLAO,Youenn,M.,FI,La France Insoumise
1286,029-08,5,BALANANT,Erwan,M.,ENS,Ensemble ! (Majorité présidentielle)
1287,029-08,6,PEREZ,Christian,M.,RN,Rassemblement National
1288,029-08,7,MOREL,Anne,Mme,DXG,Divers extrême gauche
1289,029-08,8,COUËDELO,Pierre,M.,REC,Reconquête !
1290,029-08,9,PAINGAULT,Claire,Mme,REG,Régionaliste
1291,02A-01,1,QUINTELA,David,M.,REC,Reconquête !
1292,02A-01,2,LIPPLER,Walter,M.,DSV,Droite souverainiste
1293,02A-01,3,MOZZICONACCI,Michel,M.,DVC,Divers centre
1294,02A-01,4,DE MARI,Robin,M.,FI,La France Insoumise
1295,02A-01,5,CARROLAGGI,Jean-Paul,M.,REG,Régionaliste
1296,02A-01,6,SUSINI,Angélique,Mme,SOC,Parti socialiste
1297,02A-01,7,MARCANGELI,Laurent,M.,ENS,Ensemble ! (Majorité présidentielle)
1298,02A-01,8,AMZIANE,Anissa-Flore,Mme,COM,Parti communiste français
1299,02A-01,9,COLONNA,Romain,M.,REG,Régionaliste
1300,02A-01,10,ANTONA,Nathaly,Mme,RN,Rassemblement National
1301,02A-01,11,BIZZARI,Pascale,Mme,ECO,Ecologistes
1302,02A-01,12,LAINEZ,Claire,Mme,DXG,Divers extrême gauche
1303,02A-02,1,NICOLAI,Yves,M.,ECO,Ecologistes
1304,02A-02,2,DAÏEN,Yves,M.,DXG,Divers extrême gauche
1305,02A-02,3,BATTISTINI,Olivier,M.,REC,Reconquête !
1306,02A-02,4,COLOMBANI,Paul-André,M.,REG,Régionaliste
1307,02A-02,5,SALMAT,Ghislaine,Mme,SOC,Parti socialiste
1308,02A-02,6,MUSELLI-COLONNA,Pierre-Ange,M.,COM,Parti communiste français
1309,02A-02,7,FILONI,François,M.,RN,Rassemblement National
1310,02A-02,8,ETTORI,Vincent Louis,M.,DSV,Droite souverainiste
1311,02A-02,9,CHAMPEAU,Dylan,M.,DVG,Divers gauche
1312,02A-02,10,BOZZI,Valérie,Mme,DVD,Divers droite
1313,02A-02,11,PUCCINELLI,Pierre-Paul,M.,REG,Régionaliste
1314,02B-01,1,MORGANTI,Julien,M.,DVC,Divers centre
1315,02B-01,2,MAQUET,Gaël,M.,DIV,Divers
1316,02B-01,3,LAMBERTI,Jean,M.,REC,Reconquête !
1317,02B-01,4,PAOLI,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle)
1318,02B-01,5,CASTELLANI,Michel,M.,REG,Régionaliste
1319,02B-01,6,MAUNY,Dominique,Mme,FI,La France Insoumise
1320,02B-01,7,JOSUÉ,Olivier,M.,DXG,Divers extrême gauche
1321,02B-01,8,STAELENS,Michel,M.,ECO,Ecologistes
1322,02B-01,9,FERNANDEZ,Alexis,M.,RN,Rassemblement National
1323,02B-01,10,STEFANI,Michel,M.,COM,Parti communiste français
1324,02B-01,11,CETTOUR-LEONI,Christine,Mme,DSV,Droite souverainiste
1325,02B-01,12,TOMASI,Petru Antone,M.,REG,Régionaliste
1326,02B-02,1,ACQUAVIVA,Jean-Félix,M.,REG,Régionaliste
1327,02B-02,2,CECCOLI,François-Xavier,M.,DVD,Divers droite
1328,02B-02,3,SALDUCCI,Marie Dominique,Mme,DSV,Droite souverainiste
1329,02B-02,4,RAFFAELLI - FRANCESCHI,Amélie,Mme,COM,Parti communiste français
1330,02B-02,5,BARONNE ML MARIANI,.,Mme,DIV,Divers
1331,02B-02,6,MORTINI,Lionel,M.,REG,Régionaliste
1332,02B-02,7,RONGIONE,Viviane,Mme,DXG,Divers extrême gauche
1333,02B-02,8,CARDI,Jean,M.,RN,Rassemblement National
1334,030-01,1,DUMAS,Françoise,Mme,ENS,Ensemble ! (Majorité présidentielle)
1335,030-01,2,GILLET,Yoann,M.,RN,Rassemblement National
1336,030-01,3,AUSSEIL,Sarah,Mme,DVD,Divers droite
1337,030-01,4,CAVAGLIA,Erick,M.,REC,Reconquête !
1338,030-01,5,ZAOUCHE,Evrard,M.,DIV,Divers
1339,030-01,6,GARDEUR-BANCEL,Véronique,Mme,LR,Les Républicains
1340,030-01,7,LECLERC,Isabelle,Mme,DXG,Divers extrême gauche
1341,030-01,8,COGO,Yannick,M.,ECO,Ecologistes
1342,030-01,9,OUATELI,Naïma,Mme,DIV,Divers
1343,030-01,10,MENARD,Charles,M.,FI,La France Insoumise
1344,030-01,11,MOULA,Alain,M.,DIV,Divers
1345,030-01,12,DANJOU,Sylvie,Mme,ECO,Ecologistes
1346,030-02,1,GHIRARDI,Coralie,Mme,FI,La France Insoumise
1347,030-02,2,LACHAUD,Yvan,M.,ENS,Ensemble ! (Majorité présidentielle)
1348,030-02,3,BOURRELY,Geneviève,Mme,DSV,Droite souverainiste
1349,030-02,4,MANSON,Stéphane,M.,DXG,Divers extrême gauche
1350,030-02,5,TOUZELLIER,Frédéric,M.,LR,Les Républicains
1351,030-02,6,VOIRON,Julien,M.,DIV,Divers
1352,030-02,7,MEIZONNET,Nicolas,M.,RN,Rassemblement National
1353,030-02,8,MOUKITE,Zakaria,M.,ECO,Ecologistes
1354,030-02,9,LEROY,Anthony,M.,REC,Reconquête !
1355,030-02,10,SEVILLA,Pierre-Jean,M.,ECO,Ecologistes
1356,030-03,1,SCARAMOZZINO,Joëlle,Mme,ECO,Ecologistes
1357,030-03,2,MICHON,Catherine,Mme,ECO,Ecologistes
1358,030-03,3,NOVARETTI,Monique,Mme,RDG,Parti radical de gauche
1359,030-03,4,GUICHARD,Anne,Mme,DIV,Divers
1360,030-03,5,BORDES,Pascale,Mme,RN,Rassemblement National
1361,030-03,6,EGÉA,Jean,M.,DXG,Divers extrême gauche
1362,030-03,7,PRÉVOST,Christophe,M.,REG,Régionaliste
1363,030-03,8,CELLIER,Anthony,M.,ENS,Ensemble ! (Majorité présidentielle)
1364,030-03,9,ARNAUD,Blandine,Mme,LR,Les Républicains
1365,030-03,10,OROMI,Sabine,Mme,COM,Parti communiste français
1366,030-03,11,MOULIN,Jean-Marie,M.,REC,Reconquête !
1367,030-04,1,MEURIN,Pierre,M.,RN,Rassemblement National
1368,030-04,2,WAGNER,Aurélie,Mme,REC,Reconquête !
1369,030-04,3,SCHUSTER,Nadine,Mme,ECO,Ecologistes
1370,030-04,4,GIRARD,Gaël,M.,DVD,Divers droite
1371,030-04,5,BIENKOWSKI,Stéphanie,Mme,ECO,Ecologistes
1372,030-04,6,PASSIEU,Dominique Richard,M.,DVC,Divers centre
1373,030-04,7,BORD,Arnaud,M.,SOC,Parti socialiste
1374,030-04,8,BIAIS,Denis,M.,DSV,Droite souverainiste
1375,030-04,9,DE FARIA,Jean-Pierre,M.,DVD,Divers droite
1376,030-04,10,RIBOT,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle)
1377,030-04,11,NAPOLI,Stéphane,M.,DIV,Divers
1378,030-04,12,MARTRE,Valérie,Mme,UDI,Union des Démocrates et des Indépendants
1379,030-04,13,GARCIA,Jérôme,M.,DXG,Divers extrême gauche
1380,030-05,1,MERAND,Didier,M.,DIV,Divers
1381,030-05,2,BOZEC,Frédérique,Mme,REC,Reconquête !
1382,030-05,3,OLINET,Agnès,Mme,DXG,Divers extrême gauche
1383,030-05,4,SALA,Michel,M.,FI,La France Insoumise
1384,030-05,5,ROCCO,Catherine,Mme,ECO,Ecologistes
1385,030-05,6,LAUNAY,Jean-Marie,M.,RN,Rassemblement National
1386,030-05,7,CASANO,Nathan,M.,DVC,Divers centre
1387,030-05,8,CAPALDI,Antoine,M.,REG,Régionaliste
1388,030-05,9,BRASSELET,Annie,Mme,DSV,Droite souverainiste
1389,030-05,10,DAUFÈS-ROUX,Catherine,Mme,ENS,Ensemble ! (Majorité présidentielle)
1390,030-05,11,BOYER,Léa,Mme,LR,Les Républicains
1391,030-06,1,GUILLOT,Sophie,Mme,DVC,Divers centre
1392,030-06,2,MAURIN,Jean-Claude,M.,DVG,Divers gauche
1393,030-06,3,GARDET,Laurence,Mme,RN,Rassemblement National
1394,030-06,4,CADÈNE,Nicolas,M.,ECO,Ecologistes
1395,030-06,5,TERBECHE,Aïcha,Mme,DXG,Divers extrême gauche
1396,030-06,6,STIVAL,Nicolas,M.,DSV,Droite souverainiste
1397,030-06,7,GUILLEMIN,Stéphane,M.,REC,Reconquête !
1398,030-06,8,GILLI,Stephane,M.,ECO,Ecologistes
1399,030-06,9,COURDIL,François,M.,LR,Les Républicains
1400,030-06,10,BENSLIMA,Mounir,M.,ECO,Ecologistes
1401,030-06,11,BERTA,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle)
1402,031-01,1,BAUDIS,Pierre,M.,ENS,Ensemble ! (Majorité présidentielle)
1403,031-01,2,COMBES,Benjamin,M.,ECO,Ecologistes
1404,031-01,3,LE PENVEN,Olivier,M.,DXG,Divers extrême gauche
1405,031-01,4,MARSAL,Cathy,Mme,RN,Rassemblement National
1406,031-01,5,CASTILLO-MENDEGRIS,Oscar,M.,LR,Les Républicains
1407,031-01,6,ROCCA,Jacques,M.,DVC,Divers centre
1408,031-01,7,BAPT,Pierre Nicolas,M.,RDG,Parti radical de gauche
1409,031-01,8,BOUJAT,Evelyne,Mme,REG,Régionaliste
1410,031-01,9,CLOUET,Hadrien,M.,FI,La France Insoumise
1411,031-01,10,BATTISTELLA,Aude,Mme,REC,Reconquête !
1412,031-01,11,PICARD,Georges,M.,DXG,Divers extrême gauche
1413,031-02,1,JOVIADO,Gilles,M.,DVG,Divers gauche
1414,031-02,2,BARTHÉLÉMY,Clotilde,Mme,DXG,Divers extrême gauche
1415,031-02,3,GUIBERT,Adeline,Mme,DVG,Divers gauche
1416,031-02,4,CAMPO,Charles,M.,DSV,Droite souverainiste
1417,031-02,5,LAGLEIZE,Jean-Luc,M.,ENS,Ensemble ! (Majorité présidentielle)
1418,031-02,6,DE TOURNADRE,Estelle,Mme,DIV,Divers
1419,031-02,7,GENNARO-SAINT,Christine,Mme,LR,Les Républicains
1420,031-02,8,CATHALA,Catherine,Mme,ECO,Ecologistes
1421,031-02,9,MARTIN,Pierre,M.,DIV,Divers
1422,031-02,10,TEYCHENE,Sonia,Mme,RN,Rassemblement National
1423,031-02,11,BALES,Laurent,M.,REG,Régionaliste
1424,031-02,12,KARASIAK,Nicolas,M.,ECO,Ecologistes
1425,031-02,13,STAMBACH-TERRENOIR,Anne,Mme,FI,La France Insoumise
1426,031-02,14,LORANS,Pauline,Mme,REC,Reconquête !
1427,031-03,1,ALARCON,Stéphanie,Mme,RN,Rassemblement National
1428,031-03,2,CALMELS,Benoît,M.,ECO,Ecologistes
1429,031-03,3,ROBY,Agathe,Mme,FI,La France Insoumise
1430,031-03,4,VIGNON,Corinne,Mme,ENS,Ensemble ! (Majorité présidentielle)
1431,031-03,5,SAFORCADA,David,M.,DVG,Divers gauche
1432,031-03,6,ADRADA,Malena,Mme,DXG,Divers extrême gauche
1433,031-03,7,ARRIBAGÉ,Laurence,Mme,LR,Les Républicains
1434,031-03,8,DE GUYENRO,Olivier,M.,DVD,Divers droite
1435,031-03,9,SANVISENS,Clément,M.,ECO,Ecologistes
1436,031-03,10,DULON,Camille,Mme,REC,Reconquête !
1437,031-03,11,MUR,Patrice,M.,RDG,Parti radical de gauche
1438,031-03,12,LIGNIER,André Michel,M.,DVG,Divers gauche
1439,031-04,1,SADOWSKI,Ewa,Mme,RN,Rassemblement National
1440,031-04,2,MARCIREAU,Patrick,M.,DXG,Divers extrême gauche
1441,031-04,3,COTTREL,Arthur,M.,REC,Reconquête !
1442,031-04,4,SABATER,Raimon,M.,ECO,Ecologistes
1443,031-04,5,LAFARGE,Sandrine,Mme,DVG,Divers gauche
1444,031-04,6,DELMAS,Jacme,M.,REG,Régionaliste
1445,031-04,7,SY,Khady-Alberte,Mme,DVG,Divers gauche
1446,031-04,8,PIQUEMAL,François,M.,FI,La France Insoumise
1447,031-04,9,BRANDELY,Cécile,Mme,DXG,Divers extrême gauche
1448,031-04,10,SERP,Bertrand,M.,LR,Les Républicains
1449,031-04,11,JALOUNEIX,Anaïs,Mme,DVG,Divers gauche
1450,031-04,12,CARSALADE,Jean-Pierre,M.,DVC,Divers centre
1451,031-04,13,CONSTANS,Marie-Claire,Mme,ENS,Ensemble ! (Majorité présidentielle)
1452,031-04,14,AGAG-BOUDJAHLAT,Fatiha,Mme,DVG,Divers gauche
1453,031-05,1,VIRGOS,Pascal,M.,DSV,Droite souverainiste
1454,031-05,2,HONTANS,Bruno,M.,REC,Reconquête !
1455,031-05,3,CHERONNET,Jean-Christophe,M.,LR,Les Républicains
1456,031-05,4,PIQUES,Jérôme,M.,REG,Régionaliste
1457,031-05,5,ESPAGNOLLE,Sylvie,Mme,FI,La France Insoumise
1458,031-05,6,LASERGE,Michel,M.,DXG,Divers extrême gauche
1459,031-05,7,LEONARDELLI,Julien,M.,RN,Rassemblement National
1460,031-05,8,PORTARRIEU,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle)
1461,031-05,9,VELO,Johanna,Mme,ECO,Ecologistes
1462,031-05,10,MOSDIER,Alizée,Mme,RDG,Parti radical de gauche
1463,031-05,11,GRIEU,Anne,Mme,DIV,Divers
1464,031-05,12,GOMBERT,Laurence,Mme,DVG,Divers gauche
1465,031-06,1,HELMAN,Christelle,Mme,DVG,Divers gauche
1466,031-06,2,PUEL,Michele,Mme,DXG,Divers extrême gauche
1467,031-06,3,JOUVE,Fabien,M.,SOC,Parti socialiste
1468,031-06,4,TARANTO,Thierry,M.,DVD,Divers droite
1469,031-06,5,PIUSSAN,Dominique,Mme,REC,Reconquête !
1470,031-06,6,MARTIN,Tristan,M.,DVG,Divers gauche
1471,031-06,7,IBORRA,Monique,Mme,ENS,Ensemble ! (Majorité présidentielle)
1472,031-06,8,LAPORTE,Sandra,Mme,ECO,Ecologistes
1473,031-06,9,QUINTON,Marc,M.,DIV,Divers
1474,031-06,10,AIELLO,Lydia,Mme,RN,Rassemblement National
1475,031-06,11,BONNEMAISON,Sylvie,Mme,DVD,Divers droite
1476,031-06,12,ALVES,Christophe,M.,LR,Les Républicains
1477,031-06,13,PATER,Servane,Mme,ECO,Ecologistes
1478,031-06,14,LANOIX,Delphine,Mme,DSV,Droite souverainiste
1479,031-07,1,ALBERT,Stéphane,M.,REG,Régionaliste
1480,031-07,2,TOUTUT-PICARD,Elisabeth,Mme,ENS,Ensemble ! (Majorité présidentielle)
1481,031-07,3,TESSEREAU,Georges-Henri,M.,REC,Reconquête !
1482,031-07,4,BEX,Christophe,M.,FI,La France Insoumise
1483,031-07,5,VON DEYEN,Romain,M.,ECO,Ecologistes
1484,031-07,6,BERGNES,Hervé,M.,DXG,Divers extrême gauche
1485,031-07,7,THUARD,Florent,M.,DSV,Droite souverainiste
1486,031-07,8,PINATEL,Emmanuelle,Mme,RN,Rassemblement National
1487,031-07,9,MIDALI,Julien,M.,DVG,Divers gauche
1488,031-07,10,ETCHEVERRY,Sophie,Mme,DIV,Divers
1489,031-07,11,EYMOND,Angelique,Mme,DVD,Divers droite
1490,031-07,12,BANCHERIT,Christophe,M.,LR,Les Républicains
1491,031-08,1,AVIRAGNET,Joël,M.,SOC,Parti socialiste
1492,031-08,2,FAUVERNIER,Annabelle,Mme,DVG,Divers gauche
1493,031-08,3,GUIRAUD,Martine,Mme,DXG,Divers extrême gauche
1494,031-08,4,LAURENTIES-BARRERE,Céline,Mme,ENS,Ensemble ! (Majorité présidentielle)
1495,031-08,5,DELCHARD,Loic,M.,RN,Rassemblement National
1496,031-08,6,SERRE,Wilfried,M.,DVD,Divers droite
1497,031-08,7,HARARI,François,M.,DVG,Divers gauche
1498,031-08,8,KARNIKIAN,Vartan,M.,DIV,Divers
1499,031-08,9,BAILLY,Amélie,Mme,DSV,Droite souverainiste
1500,031-08,10,RIERE,Yves,M.,REC,Reconquête !
1501,031-08,11,MONCASI,Simon,M.,ECO,Ecologistes
1502,031-09,1,DOROY,Juliette,Mme,ECO,Ecologistes
1503,031-09,2,COLOMINA,Damien,M.,DVG,Divers gauche
1504,031-09,3,AUDISIO,Jérôme,M.,REC,Reconquête !
1505,031-09,4,ARRIGHI,Christine,Mme,ECO,Ecologistes
1506,031-09,5,MÖRCH,Sandrine,Mme,ENS,Ensemble ! (Majorité présidentielle)
1507,031-09,6,MARTIN,Henri,M.,DXG,Divers extrême gauche
1508,031-09,7,BARKATS,Thomas,M.,RN,Rassemblement National
1509,031-09,8,BAUD,Robert,M.,ECO,Ecologistes
1510,031-09,9,DUFRAISSE,Cecile,Mme,LR,Les Républicains
1511,031-09,10,BENSLIMANE,Younès,M.,DIV,Divers
1512,031-09,11,SIRUGUE,Chantal,Mme,DXG,Divers extrême gauche
1513,031-09,12,RÜMLER,Paul,M.,DVG,Divers gauche
1514,031-10,1,ASSIER,Alice,Mme,ECO,Ecologistes
1515,031-10,2,SCHMITT,Eric,M.,DVG,Divers gauche
1516,031-10,3,POIRIER,Christelle,Mme,RN,Rassemblement National
1517,031-10,4,BOURLAND,Ghislaine,Mme,REC,Reconquête !
1518,031-10,5,CORSO,Gilles,M.,DIV,Divers
1519,031-10,6,GIMENO,Séverine,Mme,ECO,Ecologistes
1520,031-10,7,CONTE MARGAIL,Sandrine,Mme,ECO,Ecologistes
1521,031-10,8,RESPAUD,Stéphanie,Mme,LR,Les Républicains
1522,031-10,9,SOUCHE,Lucile,Mme,DXG,Divers extrême gauche
1523,031-10,10,MARQUIE,Baptiste,M.,DVD,Divers droite
1524,031-10,11,ZITOUNI,Réda,M.,DVC,Divers centre
1525,031-10,12,PALAT,Nadine,Mme,DXG,Divers extrême gauche
1526,031-10,13,FAURE,Dominique,Mme,ENS,Ensemble ! (Majorité présidentielle)
1527,032-01,1,YELMA,Jean-Luc,M.,RN,Rassemblement National
1528,032-01,2,CAZES,Aurore,Mme,REC,Reconquête !
1529,032-01,3,LARRÉ,Nadine,Mme,ECO,Ecologistes
1530,032-01,4,OLIVIER-GOMOLKO,Maggy,Mme,DSV,Droite souverainiste
1531,032-01,5,LEVIEUX,Pascal,M.,FI,La France Insoumise
1532,032-01,6,DAVEZAC,Jean-Luc,M.,REG,Régionaliste
1533,032-01,7,CAZENEUVE,Jean-René,M.,ENS,Ensemble ! (Majorité présidentielle)
1534,032-01,8,DEL CASTILLO,Bernadette,Mme,ECO,Ecologistes
1535,032-01,9,THEYE,Sylvie,Mme,RDG,Parti radical de gauche
1536,032-01,10,CHARETON,Jean-Louis,M.,DXG,Divers extrême gauche
1537,032-02,1,BOURCIER,Maëva,Mme,ENS,Ensemble ! (Majorité présidentielle)
1538,032-02,2,CENDRÉ,Alice,Mme,RN,Rassemblement National
1539,032-02,3,SOCCIO,Christopher,M.,DIV,Divers
1540,032-02,4,MARTIN,Michèle,Mme,DXG,Divers extrême gauche
1541,032-02,5,GEIGER,Frank,M.,DIV,Divers
1542,032-02,6,FOURCADE DUTIN,Frédéric,M.,REG,Régionaliste
1543,032-02,7,AGIER,Sylvie,Mme,DSV,Droite souverainiste
1544,032-02,8,MONTEIL,Eric,M.,REC,Reconquête !
1545,032-02,9,GABAS,Michel,M.,LR,Les Républicains
1546,032-02,10,GOUDENNE,Angélique,Mme,DXG,Divers extrême gauche
1547,032-02,11,HUSEINBASIC,Merima,Mme,ECO,Ecologistes
1548,032-02,12,DUBOS,Françoise,Mme,DVG,Divers gauche
1549,032-02,13,TOUATI,Samira,Mme,DVG,Divers gauche
1550,032-02,14,TAUPIAC,David,M.,RDG,Parti radical de gauche
1551,033-01,1,DUFAURE,Esther,Mme,ECO,Ecologistes
1552,033-01,2,LOUSTAUNAU,Xavier,M.,DVD,Divers droite
1553,033-01,3,LARROQUET,Isabelle,Mme,DXG,Divers extrême gauche
1554,033-01,4,CHARTIER GRIMAUD,Claire,Mme,DXG,Divers extrême gauche
1555,033-01,5,CAZENAVE,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle)
1556,033-01,6,PALUTEAU,Bruno,M.,RN,Rassemblement National
1557,033-01,7,GRATTEPANCHE,Jean-Louis,M.,REC,Reconquête !
1558,033-01,8,THOMAS,Damien,M.,DVG,Divers gauche
1559,033-01,9,VISAGE,Kylian,M.,DIV,Divers
1560,033-01,10,SABOULARD,Medhi,M.,DVG,Divers gauche
1561,033-01,11,BLANCHARD,Laurent,M.,ECO,Ecologistes
1562,033-01,12,NJIKAM,Pierre De Gaetan,M.,LR,Les Républicains
1563,033-01,13,QUANDALLE,Fanny,Mme,DXG,Divers extrême gauche
1564,033-01,14,CESTARI,Catherine,Mme,ECO,Ecologistes
1565,033-01,15,ROCHE,Jean-Pierre,M.,DIV,Divers
1566,033-02,1,DUPONT,Guy,M.,DXG,Divers extrême gauche
1567,033-02,2,BELMONDO,Bruna,Mme,DVD,Divers droite
1568,033-02,3,LAMBERT,Maxime,M.,ECO,Ecologistes
1569,033-02,4,FABRE,Catherine,Mme,ENS,Ensemble ! (Majorité présidentielle)
1570,033-02,5,CUNY,Emmanuelle,Mme,LR,Les Républicains
1571,033-02,6,MILLAC,Mikaël,M.,DVD,Divers droite
1572,033-02,7,MAGNE,Didier,M.,DIV,Divers
1573,033-02,8,LAURENT,Honorine,Mme,ECO,Ecologistes
1574,033-02,9,THIERRY,Nicolas,M.,ECO,Ecologistes
